Title,Year,IMDb ID,Director,Rating,Votes,Box Office,Budget,Genres,Actors,Languages,Countries
The Offering,2022.0,13103732,Oliver Park,5.3,8115.0,,,Horror,"Nick Blood, Emily Wiseman, Paul Kaye, Allan Corduner, Daniel Ben Zenou, Sofia Weldon, Anton Trendafilov, Meglena Karalambova, Jonathan Yunger, Velizar Binev",English,"United States, United Kingdom, Bulgaria"
House of the Dragon,2022.0,11198330,,8.3,467492.0,,,"Action, Adventure, Drama, Fantasy, Romance","Matt Smith, Fabien Frankel, Steve Toussaint, Emma D'Arcy, Rhys Ifans, Olivia Cooke, Jefferson Hall, Kurt Egyiawan, Sonoya Mizuno, Matthew Needham",English,United States
Blood and Snow,2023.0,18482470,Jesse Palangio,3.5,414.0,,"$900,000 (estimated)","Horror, Mystery, Sci-Fi","Anne-Carolyne Binette, Michael Swatton, Vernon Wells, Simon Phillips, Paul Whitney, Prosper Junior, Adam Huel Potter, Blake Canning, Brooke Chamberlain, Brianna Ripley",English,Canada
The Family Plan,2023.0,16431870,Simon Cellan Jones,6.3,51773.0,,,"Action, Comedy","Mark Wahlberg, Michelle Monaghan, Ciarán Hinds, Zoe Colletti, Van Crosby, Iliana Norris, Vienna Norris, Maggie Q, Joyner Lucas, Kellen Boyle","English, French, German, Swedish",United States
Godzilla Minus One,2023.0,23289160,Takashi Yamazaki,7.7,165951.0,,"$15,000,000 (estimated)","Action, Adventure, Drama, Horror, Sci-Fi","Ryûnosuke Kamiki, Minami Hamabe, Sakura Andô, Hidetaka Yoshioka, Munetaka Aoki, Yuki Yamada, Kuranosuke Sasaki, Miou Tanaka, Yûya Endô, Sae Nagatani",Japanese,Japan
Beautiful Disaster,2023.0,2316548,Roger Kumble,5.3,15383.0,,,"Comedy, Drama, Romance","Dylan Sprouse, Virginia Gardner, Austin North, Samuel Larsen, Neil Bishop, Brian Austin Green, Libe Barer, Rob Estes, Autumn Reeser, Michael Cudlitz","English, French",United States
The Animal Kingdom,2023.0,16606592,Thomas Cailley,6.7,10208.0,,"EUR13,000,000 (estimated)","Adventure, Drama, Horror, Mystery, Sci-Fi","Romain Duris, Paul Kircher, Adèle Exarchopoulos, Tom Mercier, Billie Blain, Xavier Aubert, Saadia Bentaïeb, Gabriel Caballero, Iliana Khelifa, Paul Muguruza",French,"France, Belgium"
Sleep,2023.0,8209702,Jason Yu,6.6,5591.0,,,"Horror, Mystery, Thriller","Jung Yu-mi, Lee Sun-kyun, Kim Geum-soon, Kim Gook Hee, Lee Kyung-jin, Yoon Kyung-ho, Lee Dong-chan, Ha-na-im Hong, Park Hyun-Jeong, Kim Jun",Korean,South Korea
Unlocked,2023.0,26160190,Kim Tae-joon,6.4,11909.0,,,"Crime, Drama, Mystery, Thriller","Chun Woo-hee, Yim Si-wan, Kim Hee-won, Park Ho-san, Kim Ye-won, Jeon Jin-oh, Oh Hyun-kyung, Ryu Sung-hyun, Jeon Ik-ryeong, Kim Joo-ryung",Korean,South Korea
Asterix & Obelix: The Middle Kingdom,2023.0,11210390,Guillaume Canet,5.1,11774.0,,"EUR62,000,000 (estimated)","Adventure, Comedy, Family","Guillaume Canet, Gilles Lellouche, Vincent Cassel, Jonathan Cohen, Marion Cotillard, Julie Chen, Leanna Chea, José Garcia, Zlatan Ibrahimovic, Ramzy Bedia",French,"France, Belgium, United States"
Clock,2023.0,17219484,Alexis Jacknow,5.0,6600.0,,,"Drama, Horror, Thriller","Dianna Agron, Melora Hardin, Jay Ali, Grace Porter, Saul Rubinek, Laura Elizabeth Stuart, Stefan Sims, Nikita Patel, Rosa Gilmore, Charissa Allen",English,United States
Guy Ritchie's the Covenant,2023.0,4873118,Guy Ritchie,7.5,185223.0,,"$55,000,000 (estimated)","Action, Drama, Thriller, War","Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong, Rhys Yates, Christian Ochoa Lavernia, Bobby Schofield, Emily Beecham, Jonny Lee Miller, Alexander Ludwig","English, Dari","United Kingdom, Spain, United States"
Zom 100: Bucket List of the Dead,2023.0,25811262,,7.3,10625.0,,,"Animation, Action, Adventure, Comedy, Fantasy, Horror, Sci-Fi","Shûichirô Umeda, Zeno Robinson, Bill Millsap, Makoto Furukawa, Xander Mobus, Tomori Kusunoki, Abby Trott, Minami Takahashi, Laura Post, Kenta Miyake",Japanese,Japan
Faraway,2023.0,18747542,Vanessa Jopp,6.7,6302.0,,,"Comedy, Drama, Romance","Naomi Krauss, Goran Bogdan, Adnan Maral, Bahar Balci, Artjom Gilz, Davor Tomic, Mladen Vasary, Paula Schramm, Christian Schneller, Butz Ulrich Buse","English, German, Turkish, Croatian",Germany
Murder Mystery 2,2023.0,15255288,Jeremy Garelick,5.7,75566.0,,"$150,000,000 (estimated)","Action, Adventure, Comedy, Crime, Mystery, Romance","Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent, Jodie Turner-Smith, John Kani, Kuhoo Verma, Dany Boon, Adeel Akhtar, Enrique Arce",English,United States
Ghosted,2023.0,15326988,Dexter Fletcher,5.8,70996.0,,,"Action, Adventure, Comedy, Romance","Chris Evans, Ana de Armas, Adrien Brody, Mike Moh, Tate Donovan, Amy Sedaris, Lizze Broadway, Mustafa Shakir, Anthony Mackie, John Cho",English,United States
The Hill,2023.0,8051894,Jeff Celentano,6.7,7653.0,,,"Biography, Drama, Sport","Dennis Quaid, Colin Ford, Joelle Carter, Scott Glenn, Siena Bjornerud, Ryan Dinning, Carina Worm, Bonnie Bedelia, Randy Houser, Jesse Berry",English,United States
Cheat,2019.0,9131136,,6.7,3640.0,,,Thriller,"Katherine Kelly, Molly Windsor, Tom Goodman-Hill, Lorraine Ashbourne, Peter Firth, Parker Sawyers, Joanna Brookes, Lara Rossi, Burn Gorman, Justine Mitchell",English,United Kingdom
BlackBerry,2023.0,21867434,Matt Johnson,7.3,54451.0,,,"Biography, Comedy, Drama, History","Jay Baruchel, Glenn Howerton, Matt Johnson, Kelly Van der Burg, Gregory Ambrose Calderone, Laura Cilevitz, Martin Donovan, James Elliot Miniou, Fuad Musayev, Ethan Eng",English,"Canada, Finland"
Robot Dreams,2023.0,13429870,Pablo Berger,7.6,20130.0,,,"Animation, Comedy, Drama, Family",Ivan Labanda,,"Spain, France, Italy"
In Your Dreams,2025.0,27604215,"Alexander Woo, Erik Benson",,,,,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Hailey Magpali, Simu Liu, Cristin Milioti, Jolie Hoang-Rappaport, Bob Bergen, Elias Janssen, Zachary Noah Piser, Omid Djalili, Gia Carides, Maisie Benson",English,United States
Craig Before the Creek,2023.0,17154734,"Charmaine Verhagen, Matt Burnett, Ben Levin, Najja Porter",6.9,361.0,,,"Animation, Adventure, Comedy, Family, Fantasy","Philip Solomon, Noël Wells, Michael Croner, Vico Ortiz, Kimberly Hebert Gregory, Byron Marc Newsome, Lucia Cunningham, Phil LaMarr, Jeff Trammell, Jolie Hoang-Rappaport",,United States
Dear David,2023.0,9288740,John McPhail,4.0,1577.0,,,"Horror, Thriller","Justin Long, Andrea Bang, Augustus Prew, Rachel Wilson, Sarah Swire, Vickie Papavs, Aviva Mongillo, Tricia Black, René Escobar Jr., Ethan Hwang",English,"United States, Canada, United Kingdom"
Love at First Sight,2023.0,2183014,Vanessa Caswill,6.8,38694.0,,,"Drama, Romance","Haley Lu Richardson, Ben Hardy, Rob Delaney, Katrina Nare, Jameela Jamil, Tom Taylor, Dexter Fletcher, Sally Phillips, Vivian Gwaspari, Jordan Frazier",English,"United States, United Kingdom"
The Arctic Convoy,2023.0,27724113,Henrik Martin Dahlsbakken,6.5,3691.0,,"NOK70,000,000 (estimated)","Action, Drama, History, Thriller, War","Tobias Santelmann, Anders Baasmo, Heidi Ruud Ellingsen, Preben Hodneland, Adam Lundgren, Jon Ranes, Olav Waastad, Fredrik Stenberg Ditlev-Simonsen, Tord Kinge, Kristian Repshus","Norwegian, English, Swedish",Norway
The Secret Kingdom,2023.0,14799576,Matt Drummond,4.8,1823.0,,,"Adventure, Family, Fantasy","Sam Everingham, Alyla Browne, Alice Parkinson, Christopher Gabardi, Darius Williams, Beth Champion, Rowland Holmes, Gabrielle Chan, Matt Drummond",English,Australia
Shin Kamen Rider,2023.0,14379088,Hideaki Anno,6.1,3367.0,,"$15,800,000 (estimated)","Action, Adventure, Drama, Fantasy, Sci-Fi","Sôsuke Ikematsu, Minami Hamabe, Tasuku Emoto, Shin'ya Tsukamoto, Suzuki Matsuo, Tôru Tezuka, Nanase Nishino, Kanata Hongô, Shûhei Uesugi, Masami Nagasawa",Japanese,Japan
Poison,2023.0,28912885,Wes Anderson,6.8,24710.0,,,"Short, Comedy, Drama, Thriller","Dev Patel, Benedict Cumberbatch, Ralph Fiennes, Ben Kingsley, Eliel Ford, Benoît Herlin",English,United States
The Iron Claw,2023.0,21064584,Sean Durkin,7.6,101716.0,,"$15,000,000 (estimated)","Biography, Drama, Sport","Holt McCallany, Maura Tierney, Grady Wilson, Valentine Newcomer, Zac Efron, Harris Dickinson, Scott Innes, Chavo Guerrero Jr., Garrett Hammond, Stanley Simons",English,"United Kingdom, United States"
Shazam! Fury of the Gods,2023.0,10151854,David F. Sandberg,5.9,134240.0,"$132,276,175","$125,000,000 (estimated)","Action, Adventure, Comedy, Fantasy, Sci-Fi","Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler, Adam Brody, Ross Butler, D.J. Cotrona, Grace Caroline Currey, Meagan Good, Lucy Liu","English, Greek, French, Spanish","United States, Germany, New Zealand, United Kingdom, India, South Korea, Canada"
Kill Shot,2023.0,13039008,Ari Novak,3.3,1951.0,,,Action,"Rib Hillis, Rachel Cook, Bobby Maximus, Mara Ohara, Mark Murphy, Xian Mikol, Todd Gordon, Ari Novak, Jeff Medley, Anaya Patel",English,United States
The Inseparables,2023.0,20221460,Jérémie Degruson,5.8,658.0,,,"Animation, Adventure, Family, Fantasy","Eric Judor, Jean-Pascal Zadi, Ana Girardot, Chris Marques, Laurence Huby, Jean-François Lescurat, Bernard Bollet, Frédéric Philippe, Garlan Le Martelot, Kaycie Chase",English,"Belgium, France, Spain"
For Love or Money,1993.0,106941,Barry Sonnenfeld,6.2,15959.0,,"$30,000,000 (estimated)","Comedy, Drama, Romance","Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker, Bob Balaban, Isaac Mizrahi, Patrick Breen, Udo Kier, Simon Jones, Dianne Brill",English,United States
No Hard Feelings,2023.0,15671028,Gene Stupnitsky,6.3,189438.0,,"$45,000,000 (estimated)","Comedy, Romance","Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti, Matthew Broderick, Natalie Morales, Scott MacArthur, Ebon Moss-Bachrach, Kyle Mooney, Hasan Minhaj, Jordan Mendoza",English,United States
Skinamarink,2022.0,21307994,Kyle Edward Ball,4.7,18130.0,,"CAD15,000 (estimated)","Horror, Mystery","Lucas Paul, Dali Rose Tetreault, Ross Paul, Jaime Hill, Nicole Cyrille",English,United States
Deep Fear,2023.0,14865406,Marcus Adams,3.9,15747.0,,,"Action, Horror, Thriller","Mãdãlina Ghenea, Ed Westwick, Macarena Gómez, Stany Coppet, Ibrahima Gueye, David Leguesse, Mariana Garradas, Marco Canadea, John-Paul Pace, Tenika Mahoney",English,"United Kingdom, France"
Magic Mike's Last Dance,2023.0,16280138,Steven Soderbergh,5.2,18624.0,,"$40,000,000 (estimated)","Comedy, Drama","Jemelia George, Channing Tatum, Daniel Llaca, Erin Cline, Alea Figueroa, Amy LoCicero, Carmen Olivares, Salma Hayek, Christopher Bencomo, Caitlin Gerard",English,United States
Believer 2,2023.0,26258204,Jong-Yeol Baek,5.6,2017.0,,,"Action, Crime, Thriller","Kim Dong-young, Andreas Fronk, Han Hyo-joo, Cho Jin-woong, Lee Joo-young, Halley Kim, Tzi Ma, Oh Seung-hoon, Kang Seung-hyun, Cha Seung-won",Korean,South Korea
There's Still Tomorrow,2023.0,21800162,Paola Cortellesi,7.7,14543.0,,"EUR8,300,000 (estimated)","Comedy, Drama, History","Paola Cortellesi, Valerio Mastandrea, Romana Maggiora Vergano, Emanuela Fanelli, Giorgio Colangeli, Vinicio Marchioni, Francesco Centorame, Raffaele Vannoli, Paola Tiziana Cruciani, Yonv Joseph","Italian, English",Italy
Missing You,2025.0,31019484,,6.1,18030.0,,,"Crime, Drama, Mystery, Thriller","Rosalind Eleazar, Ashley Walters, Richard Armitage, Mary Malone, Jessica Plummer, Charlie Hamblett, Catherine Ayers, Felix Garcia Guyer, Oscar Kennedy, Lenny Henry",English,United Kingdom
Sister Death,2023.0,19175696,Paco Plaza,5.7,9588.0,,,"Horror, Mystery","Aria Bedmar, Maru Valdivielso, Luisa Merelas, Chelo Vivares, Sara Roch, Olimpia Roch, Adriana Camarena, Martina Delgado, Claudia Fernández Arroyo, Almudena Amor",Spanish,Spain
Aquaman and the Lost Kingdom,2023.0,9663764,James Wan,5.6,104117.0,"$433,845,564","$205,000,000 (estimated)","Action, Adventure, Fantasy, Sci-Fi","Jason Momoa, Patrick Wilson, Yahya Abdul-Mateen II, Amber Heard, Nicole Kidman, Randall Park, Temuera Morrison, Dolph Lundgren, Martin Short, Jani Zhao",English,"United States, United Kingdom, Canada, Australia, Iceland"
Extraction II,2023.0,12263384,Sam Hargrave,7.0,161059.0,,,"Action, Crime, Thriller","Chris Hemsworth, Golshifteh Farahani, Adam Bessa, Tornike Gogrichiani, Demetre Kavelashvili, Tornike Bziava, Giga Shavadze, Tinatin Dalakishvili, Andro Japaridze, Mariami Kovziashvili","English, Georgian, French, German","Czechia, Austria, Australia, United States, Spain, Germany, Canada, United Kingdom"
Justice League: Warworld,2023.0,27687527,Jeff Wamester,5.3,5189.0,,,"Animation, Action, Adventure, Fantasy, Sci-Fi","Jensen Ackles, Darren Criss, Stana Katic, Ike Amadi, Troy Baker, Matt Bomer, Roger Cross, Brett Dalton, Trevor Devall, John DiMaggio",English,United States
Ambush,2023.0,8270664,Mark Burman,4.0,1914.0,,,"Action, Thriller, War","Aaron Eckhart, Buidanbaatar Dashdejid, Connor Paolo, Chi Mancho, Jaime López, Gregory Sims, Jason Genao, Johnny Lozano, Jonathan Rhys Meyers, Jordan Johnson-Hinds",,United States
Brooklyn 45,2023.0,16431882,Ted Geoghegan,5.9,2638.0,,,"Drama, History, Horror","Anne Ramsay, Ron E. Rains, Jeremy Holm, Larry Fessenden, Ezra Buzzington, Kristina Klebe, Lucy Carapetyan",English,United States
God Is a Bullet,2023.0,14270702,Nick Cassavetes,5.7,8146.0,,,"Action, Crime, Horror, Thriller","Maika Monroe, Nikolaj Coster-Waldau, Karl Glusman, January Jones, Jamie Foxx, Paul Johansson, David Thornton, Ethan Suplee, Jonathan Tucker, Brendan Sexton III",English,United States
¿Quieres ser mi... hijo?,2023.0,27391124,Ihtzi Hurtado,5.9,260.0,,,Comedy,"Ludwika Paleta, Juanpa Zurita, Agustín Arana, Harold Azuara, Francisco Cuenya, Jorge Gidi, Isabela Gonzalez, Omar Isfel, Monica Jimenez, Catalina Kotecka",Spanish,Mexico
Call Me Chihiro,2023.0,21825858,Rikiya Imaizumi,6.9,4035.0,,,Drama,"Kasumi Arimura, Hana Toyoshima, Tetta Shimada, Van, Ryûya Wakaba, Yui Sakuma, Itsuki Nagasawa, Miwako Ichikawa, Keiichi Suzuki, Toshie Negishi",Japanese,Japan
Dashing Through the Snow,2023.0,5608166,Tim Story,5.6,4028.0,,,"Comedy, Family, Fantasy","Lil Rel Howery, Ludacris, Madison Skye Validum, Teyonah Parris, Oscar Nuñez, Ravi Patel, Gina Brillon, Marcus Lewis, Mary Lynn Rajskub, Michael H. Cole",English,United States
Joy Ride,2023.0,15268244,Adele Lim,6.4,26461.0,,,Comedy,"Debbie Fan, Kenneth Liu, Annie Mumolo, David Denman, Belle Zhang, Lennon Yee, Kellen Bruce, Kalayna Kozak, Isla Rose Hall, Chloe Pun",English,United States
Freud's Last Session,2023.0,20420628,Matt Brown,6.1,6273.0,,,Drama,"Anthony Hopkins, Matthew Goode, Liv Lisa Fries, Jodi Balfour, Jeremy Northam, Orla Brady, George Andrew-Clarke, Rhys Mannion, Pádraic Delaney, Stephen Campbell Moore","English, German, Hebrew","Ireland, United Kingdom, United States"
Concrete Utopia,2023.0,13086266,Tae-hwa Eom,6.6,7873.0,,"$18,000,000 (estimated)","Action, Adventure, Drama, Sci-Fi, Thriller","Lee Byung-hun, Park Bo-young, Park Seo-joon, Kim Sun-young, Park Ji-hu, Um Tae-goo, Na Chul, Kim Do-yoon, Kim Hak-sun, Kim Jun-Bae",Korean,South Korea
Tin & Tina,2023.0,7354440,Rubin Stein,4.7,8227.0,,,"Horror, Mystery, Thriller","Milena Smit, Jaime Lorente, Carlos González Morollón, Anastasia Russo, Teresa Rabal, Sergio Ramos, Joserra Leza, Luis Perezagua, Antonio Figueredo Manrique, Chelo Vivares",Spanish,"Spain, United States, Romania"
Once Upon a Studio,2023.0,28035641,"Dan Abraham, Trent Correy",8.3,7587.0,,,"Animation, Short, Comedy, Family, Fantasy, Musical","Scott Adsit, Stan Alexander, Stephen J. Anderson, Tony Anselmo, Awkwafina, Jason Bateman, Bill Baucom, Peter Behn, Kristen Bell, Jodi Benson",English,"United States, Canada, Thailand"
Plane,2023.0,5884796,Jean-François Richet,6.5,89365.0,,"$25,000,000 (estimated)","Action, Adventure, Thriller","Gerard Butler, Mike Colter, Tony Goldwyn, Yoson An, Evan Dane Taylor, Paul Ben-Victor, Daniella Pineda, Lilly Krug, Kelly Gale, Otis Winston","English, Tagalog","United Kingdom, United States, Puerto Rico"
Last Sentinel,2023.0,5153956,Tanel Toom,4.9,7589.0,,,"Drama, Horror, Mystery, Sci-Fi, Thriller","Kate Bosworth, Lucien Laviscount, Martin McCann, Thomas Kretschmann, Ben Pullen, Karin Tammaru, Jan Erik Ehrenberg, Monica Tuvi",English,"United Kingdom, Estonia, Germany"
Leave the World Behind,2023.0,12747748,Sam Esmail,6.4,226123.0,,,"Drama, Mystery, Thriller","Julia Roberts, Mahershala Ali, Ethan Hawke, Myha'la, Farrah Mackenzie, Charlie Evans, Kevin Bacon, Alexis Rae Forlenza, Vanessa Aspillaga, Josh Drennen",English,United States
80 for Brady,2023.0,18079362,Kyle Marvin,5.9,13052.0,,"$28,000,000 (estimated)","Comedy, Drama, Sport","Lily Tomlin, Jane Fonda, Rita Moreno, Sally Field, Tom Brady, Billy Porter, Harry Hamlin, Guy Fieri, Alex Moffat, Rob Corddry",English,United States
12th Fail,2023.0,23849204,Vidhu Vinod Chopra,8.8,143469.0,,,"Biography, Drama","Vikrant Massey, Medha Shankr, Anant Joshi, Anshuman Pushkar, Geeta Agrawal Sharma, Harish Khanna, Sarita Joshi, Priyanshu Chatterjee, Vikas Divyakirti, Abhishek Sengupta",Hindi,India
Eileen,2023.0,5198890,William Oldroyd,5.9,16976.0,,"$16,000,000 (estimated)","Drama, Mystery, Romance, Thriller","Thomasin McKenzie, Shea Whigham, Sam Nivola, Siobhan Fallon Hogan, Tonye Patano, William Hill, Owen Teague, Peter McRobbie, Peter Von Berg, Patrick Noonan",English,"United States, United Kingdom, South Korea"
The Flood,2024.0,27641422,Gianluca Jodice,6.7,154.0,,,"Drama, History","Guillaume Canet, Mélanie Laurent, Aurore Broutin, Hugo Dillon, Fabrizio Rongione, Anouk Darwin Homewood, Vidal Arzoni, Tom Hudson, Roxane Duran, Jérôme Chappatte",French,"Italy, France"
Sniper: G.R.I.T. - Global Response & Intelligence Team,2023.0,28487871,Oliver Thompson,5.1,1589.0,,,Action,"Chad Michael Collins, Ryan Robbins, Luna Fujimoto, Dennis Haysbert, Josh Brener, Matthew Sim, Toshiji Takeshima, Eugenia Caruso, Marko Nikolic, Paul Kissaun",English,United States
Elevator Game,2023.0,14013772,Rebekah McKendry,4.2,4442.0,,,"Horror, Thriller","Gino Anania, Megan Best, Alec Carlos, Nazariy Demkowicz, Samantha Halas, Madison MacIsaac, Verity Marks, Liam Stewart-Kanigan, Adam Hurtig, Darren Wall",English,United States
The Rat Catcher,2023.0,28912858,Wes Anderson,6.5,22157.0,,,"Short, Comedy","Richard Ayoade, Ralph Fiennes, Rupert Friend, Eliel Ford, Benoît Herlin, Till Sennhenn",English,United States
Mars Express,2023.0,26915336,Jérémie Périn,7.5,11133.0,,"EUR9,000,000 (estimated)","Animation, Action, Mystery, Sci-Fi, Thriller","Léa Drucker, Mathieu Amalric, Daniel Njo Lobé, Marie Bouvet, Sébastien Chassagne, Marthe Keller, Geneviève Doang, Thomas Roditi, Thierry Jahn, Serge Faliu",French,France
Role Play,2024.0,12964320,Thomas Vincent,5.5,18666.0,,,"Action, Comedy, Romance","Kaley Cuoco, David Oyelowo, Bill Nighy, Connie Nielsen, Rudi Dharmalingam, Lucia Aliu, Regan Bryan-Gudgeon, Simon Delaney, Sonita Henry, Jade-Eleena Dregorius",English,"United States, France, Germany, Belgium"
Maboroshi,2023.0,14935892,"Mari Okada, Seimei Kidokoro",6.3,2270.0,,,"Animation, Drama, Fantasy, Romance","Jun'ya Enoki, Reina Ueda, Misaki Kuno, Saeko Akiho, Zeke Alton, Kanon Amane, Felecia Angelle, Kirsten Day, Robbie Daymond, Madeline Dorroh",Japanese,Japan
The Tank,2023.0,14687418,Scott Walker,4.6,4776.0,,,"Horror, Mystery, Thriller","Luciane Buchanan, Matt Whelan, Zara Nausbaum, Regina Hegemann, Jack Barry, Holly Shervey, Coco White, Mark Mitchinson, Jaya Beach-Robertson, Ascia Maybury",English,New Zealand
Bottoms,2023.0,17527468,Emma Seligman,6.7,51364.0,,,Comedy,"Rachel Sennott, Ayo Edebiri, Ruby Cruz, Havana Rose Liu, Kaia Gerber, Nicholas Galitzine, Miles Fowler, Marshawn Lynch, Dagmara Dominczyk, Punkie Johnson",English,United States
